"","Date","Headline","Description","HeadlineTerms","DescriptionTerms"
"4270","2018-02-22","UK will be able to sign trade deals during Brexit transition - May's spokesman","Britain will be able to agree and sign trade deals during a transition period after it leaves the European Union, Prime Minister Theresa May's spokesman said on Thursday after some Brexit campaigners feared a new document cast doubt on the ability to trade independently.","uk, will, able, sign, trade, deals, brexit, transition, may, s, spokesman","britain, will, able, agree, sign, trade, deals, transition, period, leaves, european, union, prime, minister, theresa, may, s, spokesman, said, thursday, brexit, campaigners, feared, new, document, cast, doubt, ability, trade, independently"
"4271","2018-02-22","Leaders to discuss EU money, top jobs after Brexit","Money and top jobs will be the main topics of an informal summit of 27 European Union leaders on Friday, as the bloc tries to deal with the consequences of Britain's exit from the EU in 2019.","leaders, discuss, eu, money, top, jobs, brexit","money, top, jobs, will, main, topics, informal, summit, european, union, leaders, friday, bloc, tries, deal, consequences, britain, s, exit, eu"
"4272","2018-02-22","EU guidelines on future British relations due in March, with or without London's input","European Union leaders will issue guidelines for chief Brexit negotiator Michel Barnier in March on the future relationship he should negotiate with Britain, regardless of whether London clarifies what it wants, a senior EU official said on Wednesday.","eu, guidelines, future, british, relations, due, march, without, london, s, input","european, union, leaders, will, issue, guidelines, chief, brexit, negotiator, michel, barnier, march, future, relationship, negotiate, britain, regardless, whether, london, clarifies, wants, senior, eu, official, said, wednesday"
"4273","2018-02-21","Brexit reversal: Pro-Europe bus gets stuck on streets of London","An anti-Brexit campaign bus was forced into a reversal of its own on Wednesday as it got stuck in a narrow side-street in central London during its first day on the road.","brexit, reversal, pro, europe, bus, gets, stuck, streets, london","anti, brexit, campaign, bus, forced, reversal, wednesday, got, stuck, narrow, side, street, central, london, first, day, road"
"4274","2018-02-21","Britain wants to discuss length of Brexit transition with EU","Britain wants to discuss the length of any post-Brexit transition period with the European Union, but believes that around two years should be enough time to prepare ""new processes"" and ""new systems"", according to a draft paper.","britain, wants, discuss, length, brexit, transition, eu","britain, wants, discuss, length, post, brexit, transition, period, european, union, believes, around, two, years, enough, time, prepare, new, processes, new, systems, according, draft, paper"
"4275","2018-02-21","Brexit customs deal may still lead to Irish border checks - minister","Border checks could be required on the island of Ireland even if Britain strikes a ""very satisfactory"" customs agreement with the European Union if the post-Brexit deal does not keep standards aligned, Ireland's agriculture minister said on Wednesday.","brexit, customs, deal, may, still, lead, irish, border, checks, minister","border, checks, required, island, ireland, even, britain, strikes, satisfactory, customs, agreement, european, union, post, brexit, deal, keep, standards, aligned, ireland, s, agriculture, minister, said, wednesday"
"4276","2018-02-21","May wants EU citizens to stay after Brexit","Britain's Prime Minister Theresa May said on Wednesday she wants all European Union citizens lawfully living in Britain to remain after Brexit in 2019 and promised a streamlined system for them to register to be able to stay.","may, wants, eu, citizens, stay, brexit","britain, s, prime, minister, theresa, may, said, wednesday, wants, european, union, citizens, lawfully, living, britain, remain, brexit, promised, streamlined, system, register, able, stay"
"4277","2018-02-21","EU should raise fossil fuel taxes to plug Brexit budget gap - former officials","The European Union should raise taxes on fossil fuels to help meet goals on climate change and plug a budget gap after Britain leaves the bloc, former senior EU officials said in a letter to EU leaders.","eu, raise, fossil, fuel, taxes, plug, brexit, budget, gap, former, officials","european, union, raise, taxes, fossil, fuels, help, meet, goals, climate, change, plug, budget, gap, britain, leaves, bloc, former, senior, eu, officials, said, letter, eu, leaders"
"4278","2018-02-21","Hard Brexit faction in May's party demands clean break from EU","More than 60 Conservative lawmakers have written to Theresa May demanding a quick, clean break from the European Union, adding pressure on the prime minister before her ministers meet to decide Britain's negotiating position.","hard, brexit, faction, may, s, party, demands, clean, break, eu","conservative, lawmakers, written, theresa, may, demanding, quick, clean, break, european, union, adding, pressure, prime, minister, ministers, meet, decide, britain, s, negotiating, position"
"4279","2018-02-21","Britain still wants Brexit implementation phase of around two years - source","Britain still wants an implementation phase with the European Union of around two years, a government source said on Wednesday, saying there was no change in the government's Brexit policy.","britain, still, wants, brexit, implementation, phase, around, two, years, source","britain, still, wants, implementation, phase, european, union, around, two, years, government, source, said, wednesday, saying, change, government, s, brexit, policy"
"4280","2018-02-20","Britain urges EU to work jointly on Brexit deal, won't undercut rivals","Brexit minister David Davis said on Tuesday Britain and the European Union could reach a deal to access each others' markets and dismissed fears Britain would use Brexit to cut regulation to attract global businesses, despite past threats to do so.","britain, urges, eu, work, jointly, brexit, deal, won, t, undercut, rivals","brexit, minister, david, davis, said, tuesday, britain, european, union, reach, deal, access, others, markets, dismissed, fears, britain, use, brexit, cut, regulation, attract, global, businesses, despite, past, threats"
"4281","2018-02-20","As clock ticks, UK manufacturers demand clarity on Brexit","With little more than a year to go before Britain leaves the European Union, many British manufacturers are stepping up their calls for Prime Minister Theresa May and her government to explain what Brexit will mean for them.","clock, ticks, uk, manufacturers, demand, clarity, brexit","little, year, go, britain, leaves, european, union, many, british, manufacturers, stepping, calls, prime, minister, theresa, may, government, explain, brexit, will, mean"
"4282","2018-02-20","Johnson says UK can leave customs union and have no hard border in Ireland","Britain should be able to leave the European Union's single market and customs union and still ensure there is no hard border in Ireland after Brexit, Foreign minister Boris Johnson said on Tuesday.","johnson, says, uk, can, leave, customs, union, hard, border, ireland","britain, able, leave, european, union, s, single, market, customs, union, still, ensure, hard, border, ireland, brexit, foreign, minister, boris, johnson, said, tuesday"
"4283","2018-02-20","UK promises post-Brexit agriculture plan as farmers demand more clarity","The British government will publish a consultation paper on future agriculture policy ""very shortly"", Environment Minister Michael Gove said on Tuesday, as farmers demanded more clarity on their prospect after the country quits the European Union.","uk, promises, post, brexit, agriculture, plan, farmers, demand, clarity","british, government, will, publish, consultation, paper, future, agriculture, policy, shortly, environment, minister, michael, gove, said, tuesday, farmers, demanded, clarity, prospect, country, quits, european, union"
"4284","2018-02-20","Ford aims to set up German bank this year to offset any Brexit risk","Ford  said on Tuesday it hopes to set up a bank in Germany in the second half of the year after applying for a licence in the country as part of its strategy to mitigate any risk from Britain leaving the European Union.","ford, aims, set, german, bank, year, offset, brexit, risk","ford, said, tuesday, hopes, set, bank, germany, second, half, year, applying, licence, country, part, strategy, mitigate, risk, britain, leaving, european, union"
"4285","2018-02-20","Brexit prompts Euroclear to open settlement unit in Ireland","Pan-European securities settlement house Euroclear will open a new unit in Ireland in March next year to avoid Brexit disrupting its ability to process Irish stock and bond transactions.","brexit, prompts, euroclear, open, settlement, unit, ireland","pan, european, securities, settlement, house, euroclear, will, open, new, unit, ireland, march, next, year, avoid, brexit, disrupting, ability, process, irish, stock, bond, transactions"
"4286","2018-02-20","Britain confident of securing Brexit deal, urges EU to work together","Brexit minister David Davis said on Tuesday he was certain Britain and the European Union could reach a deal but urged the bloc to see securing an agreement as a ""mutual endeavour"".","britain, confident, securing, brexit, deal, urges, eu, work, together","brexit, minister, david, davis, said, tuesday, certain, britain, european, union, reach, deal, urged, bloc, see, securing, agreement, mutual, endeavour"
"4287","2018-02-20","Britain does not want to undermine the EU after Brexit - Davis","Britain does not want to undermine the European Union after it leaves the bloc, instead it wants to become a respectful partner in driving new standards for a changing economy, Brexit minister David Davis said on Tuesday.","britain, want, undermine, eu, brexit, davis","britain, want, undermine, european, union, leaves, bloc, instead, wants, become, respectful, partner, driving, new, standards, changing, economy, brexit, minister, david, davis, said, tuesday"
"4288","2018-02-19","Britain is setting out its vision for future EU ties - May's spokesman","Britain's government is setting out what it wants to achieve from its future partnership with the European Union, Prime Minister Theresa May's spokesman said on Monday, countering criticism that ministers are still divided over Brexit.","britain, setting, vision, future, eu, ties, may, s, spokesman","britain, s, government, setting, wants, achieve, future, partnership, european, union, prime, minister, theresa, may, s, spokesman, said, monday, countering, criticism, ministers, still, divided, brexit"
"4289","2018-02-16","Rotterdam Port CEO 'preparing for the worst' with Brexit","The Port of Rotterdam is bracing for a British exit from the European Union without any deal on customs, and looking at measures such as hiring 100 extra customs agents and dozens of fresh produce inspectors.","rotterdam, port, ceo, preparing, worst, brexit","port, rotterdam, bracing, british, exit, european, union, without, deal, customs, looking, measures, hiring, extra, customs, agents, dozens, fresh, produce, inspectors"
"4290","2018-02-16","Partial UK-EU customs union could solve Brexit impasse - employers","Britain and the European Union could reduce their differences over future trade ties by agreeing a compromise deal that would keep a chunk of British exports within the EU's customs union after Brexit, a British employers' group said.","partial, uk, eu, customs, union, solve, brexit, impasse, employers","britain, european, union, reduce, differences, future, trade, ties, agreeing, compromise, deal, keep, chunk, british, exports, within, eu, s, customs, union, brexit, british, employers, group, said"
"4291","2018-02-16","May heads to Berlin to face tough German line on Brexit","British Prime Minister Theresa May travels to Berlin on Friday to meet German leader Angela Merkel, hoping to overcome near-deadlock in her attempts to negotiate a Brexit deal with the European Union.","may, heads, berlin, face, tough, german, line, brexit","british, prime, minister, theresa, may, travels, berlin, friday, meet, german, leader, angela, merkel, hoping, overcome, near, deadlock, attempts, negotiate, brexit, deal, european, union"
"4292","2018-02-15","Germany gives UK banks until June to secure access post-Brexit","UK banks wanting to secure a foothold in Germany after Brexit should submit their applications for a banking licence by June, Bundesbank director Andreas Dombret said on Thursday.","germany, gives, uk, banks, june, secure, access, post, brexit","uk, banks, wanting, secure, foothold, germany, brexit, submit, applications, banking, licence, june, bundesbank, director, andreas, dombret, said, thursday"
"4293","2018-02-14","Johnson keeps hard Brexit stance in speech aimed at mending fences","British foreign minister Boris Johnson showed little sign of softening his tough stance on Brexit in a speech on Wednesday that was intended to soothe the concerns among pro-European Union voters about the economic impact leaving the bloc.","johnson, keeps, hard, brexit, stance, speech, aimed, mending, fences","british, foreign, minister, boris, johnson, showed, little, sign, softening, tough, stance, brexit, speech, wednesday, intended, soothe, concerns, among, pro, european, union, voters, economic, impact, leaving, bloc"
"4294","2018-02-14","UK might stay aligned with some EU regulations - Johnson","Britain may choose to remain aligned with European Union standards for some products to help trade after Brexit, British foreign minister Boris Johnson said on Wednesday, but London  must have ultimate control over national regulatory decisions.","uk, might, stay, aligned, eu, regulations, johnson","britain, may, choose, remain, aligned, european, union, standards, products, help, trade, brexit, british, foreign, minister, boris, johnson, said, wednesday, london, must, ultimate, control, national, regulatory, decisions"
"4295","2018-02-14","UK border and immigration system unprepared for Brexit - report","Government delays, uncertainty and under-resourcing have left the British borders and immigration system unprepared for Brexit, according to a parliamentary report on Wednesday.","uk, border, immigration, system, unprepared, brexit, report","government, delays, uncertainty, resourcing, left, british, borders, immigration, system, unprepared, brexit, according, parliamentary, report, wednesday"
"4296","2018-02-13","With no time for Brexit, Macron sets out plans to redraw EU political map","French President Emmanuel Macron said he would not waste too much of his time on Brexit and would instead seek to redraw the map of ""ossified"" EU politics by launching an initiative of European progressives for EU elections next year.","time, brexit, macron, sets, plans, redraw, eu, political, map","french, president, emmanuel, macron, said, waste, much, time, brexit, instead, seek, redraw, map, ossified, eu, politics, launching, initiative, european, progressives, eu, elections, next, year"
"4297","2018-02-13","Macron says doesn't want to waste too much time over Brexit","French President Macron said on Tuesday he did not want to waste time over negotiations concerning Britain's departure from the European Union and that it was in the EU's interest that Michel Barnier was the bloc's only negotiator.","macron, says, doesn, t, want, waste, much, time, brexit","french, president, macron, said, tuesday, want, waste, time, negotiations, concerning, britain, s, departure, european, union, eu, s, interest, michel, barnier, bloc, s, negotiator"
"4298","2018-02-12","EU should be firm with Britain but not punish it, French spokesman says","Europeans should take a firm line in negotiations over Britain's exit from the European Union but not seek to punish or humiliate London, the French government's spokesman said on Monday.","eu, firm, britain, punish, french, spokesman, says","europeans, take, firm, line, negotiations, britain, s, exit, european, union, seek, punish, humiliate, london, french, government, s, spokesman, said, monday"
"4299","2018-02-12","Farage warns 'Brexit betrayal' would plunge UK into crisis","If Prime Minister Theresa May allows Brexit to be watered down or halted by supporters of European Union membership, Britain will be thrust into its gravest constitutional crisis since World War Two, Brexit campaigner Nigel Farage said.","farage, warns, brexit, betrayal, plunge, uk, crisis","prime, minister, theresa, may, allows, brexit, watered, halted, supporters, european, union, membership, britain, will, thrust, gravest, constitutional, crisis, since, world, war, two, brexit, campaigner, nigel, farage, said"
"4300","2018-02-11","Investor Soros pledges new donation to pro-EU group","Billionaire financier George Soros will pledge an additional 100,000 pounds to Best for Britain, a campaign group seeking to keep Britain in the European Union, the group said in an email to Reuters.","investor, soros, pledges, new, donation, pro, eu, group","billionaire, financier, george, soros, will, pledge, additional, pounds, best, britain, campaign, group, seeking, keep, britain, european, union, group, said, email, reuters"
"4301","2018-02-11","May to set out 'Road to Brexit' in speech","Prime Minister Theresa May will attempt to unite her feuding cabinet and convince a sceptical European Union that Britain knows what it wants from Brexit in a series of speeches over the next few weeks.","may, set, road, brexit, speech","prime, minister, theresa, may, will, attempt, unite, feuding, cabinet, convince, sceptical, european, union, britain, knows, wants, brexit, series, speeches, next, weeks"
"4302","2018-02-11","'Common sense will prevail' on Brexit transition deal - Penny Mordaunt","British aid minister Penny Mordaunt said on Sunday she believed the government would be able to strike a transitional Brexit deal with the European Union.","common, sense, will, prevail, brexit, transition, deal, penny, mordaunt","british, aid, minister, penny, mordaunt, said, sunday, believed, government, able, strike, transitional, brexit, deal, european, union"
"4303","2018-02-10","EU's Barnier warns Britain post-Brexit transition 'not a given'","A post-Brexit transition is ""not a given"", Michel Barnier warned Britain on Friday, saying London had ""substantial"" objections to the European Union's offer and that parts of it were not up for negotiation.","eu, s, barnier, warns, britain, post, brexit, transition, given","post, brexit, transition, given, michel, barnier, warned, britain, friday, saying, london, substantial, objections, european, union, s, offer, parts, negotiation"
"4304","2018-02-09","Bank of England's Cunliffe warns EU over curbing cross-border funds after Brexit","Curbing the ability of asset managers located in Britain to run funds based in the European Union after Brexit would be costly and inefficient and could fragment markets, Bank of England Deputy Governor Jon Cunliffe said on Friday.","bank, england, s, cunliffe, warns, eu, curbing, cross, border, funds, brexit","curbing, ability, asset, managers, located, britain, run, funds, based, european, union, brexit, costly, inefficient, fragment, markets, bank, england, deputy, governor, jon, cunliffe, said, friday"
"4305","2018-02-09","Britain 'surprised' EU unclear on its position over transition period","Brexit minister David Davis said on Friday he was surprised to hear that the European Union's chief negotiator Michel Barnier was unclear on Britain's demands in any transition period.","britain, surprised, eu, unclear, position, transition, period","brexit, minister, david, davis, said, friday, surprised, hear, european, union, s, chief, negotiator, michel, barnier, unclear, britain, s, demands, transition, period"
"4306","2018-02-09","EU's Barnier warns Britain post-Brexit transition 'not a given'","A post-Brexit transition period is ""not a given"", the European Union's Brexit negotiator Michel Barnier warned Britain on Friday, saying London had raised ""substantial"" issues with the plan proposed by the bloc.","eu, s, barnier, warns, britain, post, brexit, transition, given","post, brexit, transition, period, given, european, union, s, brexit, negotiator, michel, barnier, warned, britain, friday, saying, london, raised, substantial, issues, plan, proposed, bloc"
"4307","2018-02-08","Ford has applied for German banking licence due to Brexit - Frankfurter Allgemeine","U.S. carmaker Ford  has applied for a banking licence in Germany to ensure its car financing business can continue on the continent once Britain leaves the European Union, a German newspaper said.","ford, applied, german, banking, licence, due, brexit, frankfurter, allgemeine","u, s, carmaker, ford, applied, banking, licence, germany, ensure, car, financing, business, can, continue, continent, britain, leaves, european, union, german, newspaper, said"
"4308","2018-02-08","Japan warns on Brexit - we cannot continue in UK without profit","Japan warned Prime Minister Theresa May on Thursday that its companies would have to leave Britain if trade barriers after Brexit made them unprofitable.","japan, warns, brexit, continue, uk, without, profit","japan, warned, prime, minister, theresa, may, thursday, companies, leave, britain, trade, barriers, brexit, made, unprofitable"
"4309","2018-02-08","Britain scolds EU over plan to restrict single market access to UK during transition","Brexit Secretary David Davis criticised the European Union's decision to publish a document that shows it has the power to restrict British access to the single market during a transition period after it leaves the bloc.","britain, scolds, eu, plan, restrict, single, market, access, uk, transition","brexit, secretary, david, davis, criticised, european, union, s, decision, publish, document, shows, power, restrict, british, access, single, market, transition, period, leaves, bloc"
"4310","2018-02-08","May's government has not yet finalised its Brexit strategy - Davis","MPs still have not finalised an approach to Brexit after discussions led by Prime Minister Theresa May on the government's strategy this week, Brexit minister David Davis said on Thursday.","may, s, government, yet, finalised, brexit, strategy, davis","mps, still, finalised, approach, brexit, discussions, led, prime, minister, theresa, may, government, s, strategy, week, brexit, minister, david, davis, said, thursday"
"4311","2018-02-08","UK and Japanese firms agree on need for quickly agreeing post-Brexit free trade","British Prime Minister Theresa May and Japanese companies agreed on the need for Britain to secure the most open possible trade with the European Union after Brexit, a spokesman said.","uk, japanese, firms, agree, need, quickly, agreeing, post, brexit, free, trade","british, prime, minister, theresa, may, japanese, companies, agreed, need, britain, secure, open, possible, trade, european, union, brexit, spokesman, said"
"4312","2018-02-08","EU doubts 2020 Brexit vision, sees longer goodbye","The European Union believes Britain will not be ready to make a full break from the bloc by the end of 2020 as Brexit transition plans foresee and several senior EU figures said they are bracing for a much longer goodbye.","eu, doubts, brexit, vision, sees, longer, goodbye","european, union, believes, britain, will, ready, make, full, break, bloc, end, brexit, transition, plans, foresee, several, senior, eu, figures, said, bracing, much, longer, goodbye"
"4313","2018-02-08","UK gave nothing firm to Japanese firms on keeping free trade after Brexit - source","British Prime Minister Theresa May and her ministers assured Japanese businesses of the importance of maintaining free and frictionless trade after Brexit but said nothing firm on the matter, a source familiar with the discussions told Reuters.","uk, gave, nothing, firm, japanese, firms, keeping, free, trade, brexit, source","british, prime, minister, theresa, may, ministers, assured, japanese, businesses, importance, maintaining, free, frictionless, trade, brexit, said, nothing, firm, matter, source, familiar, discussions, told, reuters"
"4314","2018-02-08","YouTube found no evidence of Russian interference in Brexit referendum","YouTube found no evidence of Russian interference in the 2016 Brexit referendum, a senior executive told a British parliamentary committee inquiry into fake news.","youtube, found, evidence, russian, interference, brexit, referendum","youtube, found, evidence, russian, interference, brexit, referendum, senior, executive, told, british, parliamentary, committee, inquiry, fake, news"
"4315","2018-02-08","Brexit a chance for Britain to build on ties with Japan - May","Britain will have the opportunity to build on its relationship with Japan after it leaves the European Union, Prime Minister Theresa May told Japanese firms at a meeting in London on Thursday.","brexit, chance, britain, build, ties, japan, may","britain, will, opportunity, build, relationship, japan, leaves, european, union, prime, minister, theresa, may, told, japanese, firms, meeting, london, thursday"
"4316","2018-02-08","Japan tells UK on Brexit - If there is no profit, we cannot continue","Japan's ambassador said on Thursday that no firm would be able to continue to operate in Britain if they are not profitable due to Brexit-related trade barriers.","japan, tells, uk, brexit, profit, continue","japan, s, ambassador, said, thursday, firm, able, continue, operate, britain, profitable, due, brexit, related, trade, barriers"
"4317","2018-02-08","Soros donation to halt Brexit causes storm in Britain","News that billionaire financier George Soros is a backer of a campaign group seeking to keep Britain in the EU added fire to Britain's Brexit debate on Thursday, with supporters of quitting the bloc accusing opponents of plotting a ""coup"".","soros, donation, halt, brexit, causes, storm, britain","news, billionaire, financier, george, soros, backer, campaign, group, seeking, keep, britain, eu, added, fire, britain, s, brexit, debate, thursday, supporters, quitting, bloc, accusing, opponents, plotting, coup"
"4318","2018-02-08","British insurers see China, India as top non-EU markets after Brexit","Insurers see China and India as top priority non-EU markets once Britain leaves the European Union and want bilateral trade deals to ensure those states relax restrictions on foreign ownership, the Association of British Insurers (ABI) said on Thursday.","british, insurers, see, china, india, top, non, eu, markets, brexit","insurers, see, china, india, top, priority, non, eu, markets, britain, leaves, european, union, want, bilateral, trade, deals, ensure, states, relax, restrictions, foreign, ownership, association, british, insurers, abi, said, thursday"
"4319","2018-02-08","France's SocGen hiring for Brexit 'execution and delivery' team","France's Societe Generale showed how banks are pushing ahead with Brexit contingency plans this week by advertising for someone to join the team reshaping its investment banking.","france, s, socgen, hiring, brexit, execution, delivery, team","france, s, societe, generale, showed, banks, pushing, ahead, brexit, contingency, plans, week, advertising, someone, join, team, reshaping, investment, banking"
"4320","2018-02-08","Britain will not hold a second EU vote after donation to stop Brexit: May's spokesman","Prime Minister Theresa May's government will not hold a second referendum on Britain's membership of the European Union, her spokesman said on Thursday after the billionaire George Soros donated money to stop Brexit.","britain, will, hold, second, eu, vote, donation, stop, brexit, may, s, spokesman","prime, minister, theresa, may, s, government, will, hold, second, referendum, britain, s, membership, european, union, spokesman, said, thursday, billionaire, george, soros, donated, money, stop, brexit"
"4321","2018-02-08","Bank of England to send new rates message in last year before Brexit","The Bank of England is expected to say on Thursday that another interest rate increase could be nearing as Britain's economy grows faster than expected ahead of its departure from the European Union in just over a year's time.","bank, england, send, new, rates, message, last, year, brexit","bank, england, expected, say, thursday, another, interest, rate, increase, nearing, britain, s, economy, grows, faster, expected, ahead, departure, european, union, just, year, s, time"
"4322","2018-02-07","Britons' Brexit citizenship case to be heard by EU court","Britons dismayed by the loss of their European Union citizenship next year as a result of Brexit will have their complaints reviewed by the EU's top court following a ruling by a Dutch judge on Wednesday.","britons, brexit, citizenship, case, heard, eu, court","britons, dismayed, loss, european, union, citizenship, next, year, result, brexit, will, complaints, reviewed, eu, s, top, court, following, ruling, dutch, judge, wednesday"
"4323","2018-02-07","Curbing migration post-Brexit would be 'catastrophic' for Scotland - report","Curbing migration after Britain leaves the European Union would be ""catastrophic"" for Scotland's economy, the devolved Scottish government said on Wednesday.","curbing, migration, post, brexit, catastrophic, scotland, report","curbing, migration, britain, leaves, european, union, catastrophic, scotland, s, economy, devolved, scottish, government, said, wednesday"
"4324","2018-02-07","Britain tells business - We cannot guarantee your Brexit future","Britain cannot tell businesses for certain what its relationship with the European Union will be after Brexit, business secretary Greg Clark said on Wednesday, as ministers met to discuss the government's approach.","britain, tells, business, guarantee, brexit, future","britain, tell, businesses, certain, relationship, european, union, will, brexit, business, secretary, greg, clark, said, wednesday, ministers, met, discuss, government, s, approach"
"4325","2018-02-07","May promises to be robust with EU over Brexit","British Prime Minister Theresa May said on Wednesday she would be robust in her arguments during talks to leave the European Union, calling on parliament to disregard the ""noise"" surrounding the Brexit talks.","may, promises, robust, eu, brexit","british, prime, minister, theresa, may, said, wednesday, robust, arguments, talks, leave, european, union, calling, parliament, disregard, noise, surrounding, brexit, talks"
"4326","2018-02-07","Irish finance minister expects UK to honour December Brexit deal","Irish Finance Minister Paschal Donohoe said on Wednesday he still expected Britain to honour the pact it made with the European Union in December, which was designed to prevent a hard border developing between Northern Ireland and the Irish Republic after Brexit.","irish, finance, minister, expects, uk, honour, december, brexit, deal","irish, finance, minister, paschal, donohoe, said, wednesday, still, expected, britain, honour, pact, made, european, union, december, designed, prevent, hard, border, developing, northern, ireland, irish, republic, brexit"
"4327","2018-02-06","EU wants right to curb UK single market access during transition","The European Union wants the power to restrict British access to the single market during a transition period after Britain leaves the bloc, as a way to punish London if it violates agreed rules, a document showed on Tuesday.","eu, wants, right, curb, uk, single, market, access, transition","european, union, wants, power, restrict, british, access, single, market, transition, period, britain, leaves, bloc, way, punish, london, violates, agreed, rules, document, showed, tuesday"
"4328","2018-02-06","UK will detail post-Brexit immigration proposal 'as and when we're ready' - spokesman","Britain will set out its proposals for a post-Brexit immigration system when it is ready, Prime Minister Theresa May's spokesman said on Tuesday.","uk, will, detail, post, brexit, immigration, proposal, re, ready, spokesman","britain, will, set, proposals, post, brexit, immigration, system, ready, prime, minister, theresa, may, s, spokesman, said, tuesday"
"4329","2018-02-06","Court rejects legal bid to show Britain could stop Brexit","A Scottish court rejected on Tuesday a legal attempt to ask the European Court of Justice (ECJ) to clarify whether Britain could unilaterally stop the Brexit process.","court, rejects, legal, bid, show, britain, stop, brexit","scottish, court, rejected, tuesday, legal, attempt, ask, european, court, justice, ecj, clarify, whether, britain, unilaterally, stop, brexit, process"
"4330","2018-02-06","Brexit hit to UK food prices pushes up spending in January - BRC retailers group","Britain's shoppers carried on spending more on food in January, reflecting the rise in inflation since the Brexit vote, while they again cut back on non-essential purchases, a survey showed on Tuesday.","brexit, hit, uk, food, prices, pushes, spending, january, brc, retailers, group","britain, s, shoppers, carried, spending, food, january, reflecting, rise, inflation, since, brexit, vote, cut, back, non, essential, purchases, survey, showed, tuesday"
"4331","2018-02-06","EU's chief negotiator tells Britain - Time has come to make a Brexit choice","The European Union's chief Brexit negotiator Michel Barnier told Britain on Monday that the time had come for Britain to make a choice on what sort of relationship it wanted with the bloc after Brexit.","eu, s, chief, negotiator, tells, britain, time, come, make, brexit, choice","european, union, s, chief, brexit, negotiator, michel, barnier, told, britain, monday, time, come, britain, make, choice, sort, relationship, wanted, bloc, brexit"
"4332","2018-02-05","Navigating Brexit’s choppy waters – with help from big data","LONDON - To investigate whether Britain’s impending departure from the European Union would help or hurt the country’s fishing industry, the Reuters graphics team navigated an ocean of data.","navigating, brexit, s, choppy, waters, help, big, data","london, investigate, whether, britain, s, impending, departure, european, union, help, hurt, country, s, fishing, industry, reuters, graphics, team, navigated, ocean, data"
"4333","2018-02-05","UK watchdog calls for finance pact with EU to avoid Brexit chaos","British and European Union watchdogs could sign a pact to avoid Brexit disrupting trillions of pounds in cross-border financial contracts and undermine market stability, a top UK regulator said on Monday.","uk, watchdog, calls, finance, pact, eu, avoid, brexit, chaos","british, european, union, watchdogs, sign, pact, avoid, brexit, disrupting, trillions, pounds, cross, border, financial, contracts, undermine, market, stability, top, uk, regulator, said, monday"
"4334","2018-02-05","EU tells Britain - Time has come to make a Brexit choice","The European Union's chief Brexit negotiator Michel Barnier said on Monday that the time had come for Britain to make a choice on what sort of relationship it wanted with the bloc after Brexit.","eu, tells, britain, time, come, make, brexit, choice","european, union, s, chief, brexit, negotiator, michel, barnier, said, monday, time, come, britain, make, choice, sort, relationship, wanted, bloc, brexit"
"4335","2018-02-05","Key dates in Brexit process","British and EU negotiators this week hold their first formal Brexit talks since an interim deal in December unlocked discussions on their future relationship.","key, dates, brexit, process","british, eu, negotiators, week, hold, first, formal, brexit, talks, since, interim, deal, december, unlocked, discussions, future, relationship"
"4336","2018-02-05","Britain offers two options for future customs ties with EU - May's spokesman","Two possible forms of future customs ties between Britain and the European Union are still on the table as the two sides start talks on their future relationship, a spokesman for Prime Minister Theresa May said on Monday.","britain, offers, two, options, future, customs, ties, eu, may, s, spokesman","two, possible, forms, future, customs, ties, britain, european, union, still, table, two, sides, start, talks, future, relationship, spokesman, prime, minister, theresa, may, said, monday"
"4337","2018-02-05","Navigating Brexit’s choppy waters – with help from big data","LONDON - To investigate whether Britain’s impending departure from the European Union would help or hurt the country’s fishing industry, the Reuters graphics team navigated an ocean of data.","navigating, brexit, s, choppy, waters, help, big, data","london, investigate, whether, britain, s, impending, departure, european, union, help, hurt, country, s, fishing, industry, reuters, graphics, team, navigated, ocean, data"
"4338","2018-02-04","UK will not 'surrender' over bespoke Brexit deal with EU - minister","Britain will not ""surrender"" in its fight to win a bespoke deal with the European Union that would offer tariff-free trade as well as control over immigration, a minister said on Sunday before a crunch week for the government in Brexit negotiations.","uk, will, surrender, bespoke, brexit, deal, eu, minister","britain, will, surrender, fight, win, bespoke, deal, european, union, offer, tariff, free, trade, well, control, immigration, minister, said, sunday, crunch, week, government, brexit, negotiations"
"4339","2018-02-01","All Brexit economic forecasts were wrong, British minister says","Brexit minister David Davis rekindled a debate about the credibility of the government's own forecasts by saying on Thursday that every economic prediction on the British economy since the EU referendum has been wrong.","brexit, economic, forecasts, wrong, british, minister, says","brexit, minister, david, davis, rekindled, debate, credibility, government, s, forecasts, saying, thursday, every, economic, prediction, british, economy, since, eu, referendum, wrong"
"4340","2018-02-01","Britain demands right to sign new trade deals during Brexit transition","Brexit Secretary David Davis said on Thursday that Britain's right to sign new trade deals will be one of its main demands in talks with the European Union over the terms of any transition period.","britain, demands, right, sign, new, trade, deals, brexit, transition","brexit, secretary, david, davis, said, thursday, britain, s, right, sign, new, trade, deals, will, one, main, demands, talks, european, union, terms, transition, period"
